tahun,kode_provinsi,provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_penduduk,luas_wilayah,kepadatan_penduduk,persentase_akses_air_minum_layak,persentase_memiliki_jamban_layak,persentase_akses_sanitasi_layak,tingkat_pengangguran,rata_rata_pendapatan,persentase_penduduk_miskin,garis_kemiskinan(rupiah/kapita/bulan),indeks_pembangunan_literasi,indeks_pembangunan_manusia,rata_rata_pendidikan_akhir,jumlah_tenaga_kesehatan_gizi,jumlah_puskesmas,penerima_bpjs_non_pbi,prevalensi_ketidakcukupan_pangan,jumlah_bencana_kekeringan,prevalensi_underweight,prevalensi_overweight,prevalensi_wasting,prevalensi_stunting,label
2023,34,DI Yogyakarta,3404,Sleman,1157292,573.75,2017.066667,97.59,84.45,95.78,4.47,1629368,7.52,491652,68.9,84.86,SMA,228,27,43.15,6.64,0,11.5,3.8,7.4,12.4,Tidak Prioritas
2023,34,DI Yogyakarta,3471,Yogyakarta,375699,32.82,11447.25777,99.31,68.44,96.55,6.07,1771068,6.49,662267,90.54,88.61,SMA,103,15,35.48,8.74,0,13.5,3.8,6,16.8,Tidak Prioritas
2023,35,Jawa Timur,3501,Pacitan,588000,1433.59,410.159111,80.19,92.39,77.45,1.83,1281699,13.65,352606,65.16,70.94,SD,68,25,8.46,11.36,0,11.2,8.8,7,20.9,Prioritas
2023,35,Jawa Timur,3502,Ponorogo,959500,1418.62,676.3615344,94.42,89.64,89.79,4.66,1418151,9.53,395069,58.06,73.18,SD,70,33,14.86,9.19,0,13,3.9,7.9,16.1,Tidak Prioritas
2023,35,Jawa Timur,3503,Trenggalek,741200,1249.23,593.3254885,84.87,84.5,81.28,4.52,1228909,10.63,411527,84.17,71.96,SD,90,23,9.65,11.83,0,12.8,4.5,3.2,15.8,Tidak Prioritas
2023,35,Jawa Timur,3504,Tulungagung,1107800,1144.53,967.9082243,97.9,91.3,87.85,5.65,1514567,6.53,423875,58.4,74.65,SD,100,31,15.43,7.68,0,12.6,6,8.2,21.5,Prioritas
2023,35,Jawa Timur,3505,Blitar,1253600,1745.16,718.3295514,96.41,89.13,82.5,4.91,1339073,8.69,387733,69.95,72.84,SD,86,24,12.17,10.91,0,11,6.3,6,20.3,Prioritas
2023,35,Jawa Timur,3506,Kediri,1677200,1523.56,1100.842763,92,90.84,92.13,5.79,1449994,10.72,385874,66.53,74.68,SMA,113,40,15.13,8.37,0,14.2,5.5,7.9,16.8,Tidak Prioritas
2023,35,Jawa Timur,3507,Malang,2715600,3473.44,781.8186006,98.18,92.89,84.03,5.7,1776726,9.45,399647,48.83,73,SD,156,42,22.03,8.47,0,13,3.7,5.1,19.5,Tidak Prioritas
2023,35,Jawa Timur,3508,Lumajang,1139100,1797.1,633.8545434,95.49,85.34,77.48,3.67,1343326,8.93,386995,53.87,69.37,SD,92,25,8.06,8.77,0,21.5,3.7,10.1,29.9,Prioritas
2023,35,Jawa Timur,3509,Jember,2586800,3313.46,780.6945006,97.51,70.3,64.47,4.01,1230888,9.51,441171,37.67,70.42,SD,173,50,12.36,10.38,1,22,2.6,8.2,29.7,Prioritas
2023,35,Jawa Timur,3510,Banyuwangi,1743900,3592.9,485.3739319,97.44,86.08,82.63,4.75,1531769,7.34,448928,65.58,73.79,SD,104,45,15.73,9.07,0,14.7,3.5,6.5,21.9,Prioritas
2023,35,Jawa Timur,3511,Bondowoso,788200,1554.99,506.8842886,94.43,53.24,57.41,4.15,1111614,13.34,494000,64.28,70.56,SD,60,27,11.67,12.72,0,12.5,3.4,6.5,17,Tidak Prioritas
2023,35,Jawa Timur,3512,Situbondo,697000,1653.72,421.4740101,97.45,57.47,59.37,3.27,1292893,11.9,396587,62.81,70.65,SD,76,23,13.24,13.33,0,2.8,0.3,2.9,4.1,Tidak Prioritas
2023,35,Jawa Timur,3513,Probolinggo,1176900,1724.51,682.4547263,97.75,72.97,66.12,3.24,1463401,17.19,514274,35.92,70.36,SD,73,36,9.76,10.43,0,25.7,4.9,9.5,35.4,Prioritas
2023,35,Jawa Timur,3514,Pasuruan,1644500,1493.29,1101.259635,97.63,89.77,86.7,5.48,1906645,9.24,429624,47.66,71.91,SD,91,35,17.2,9.05,0,22.7,2.7,8.5,27.9,Prioritas
2023,35,Jawa Timur,3515,Sidoarjo,2148600,724.04,2967.515607,97.19,95.45,94.72,8.05,2128281,5,571696,54.83,81.88,SMA,154,28,46.93,4.03,0,7.9,5.8,5.2,8.4,Tidak Prioritas
2023,35,Jawa Timur,3516,Mojokerto,1145400,984.64,1163.267793,98.9,85.99,89.38,4.67,1751031,9.8,486520,72.12,76.23,SMA,75,26,30.85,6.61,0,9.7,4.3,6.5,16.2,Tidak Prioritas
2023,35,Jawa Timur,3517,Jombang,1351300,1109.84,1217.562892,98.01,90.53,94.06,4.66,1371890,9.15,488754,49.18,75.16,SMP,96,33,23.19,8.98,0,10.8,4.7,7.1,18,Tidak Prioritas
2023,35,Jawa Timur,3518,Nganjuk,1124700,1289.07,872.4894692,98.86,87.91,87.83,4.68,1400193,10.89,513565,75.83,74.7,SD,65,21,12.49,9.03,0,11.8,4.5,6.2,17.1,Tidak Prioritas
2023,35,Jawa Timur,3519,Madiun,754500,1113.63,677.5140756,96.39,87.66,91.99,5.14,1232509,11.04,437296,48.87,74.02,SD,50,27,15.59,12.46,0,12.4,5,4.9,16.5,Tidak Prioritas
2023,35,Jawa Timur,3520,Magetan,681700,706.44,964.979333,99.61,90.32,92.9,4.16,1362878,9.8,431203,55.12,76.3,SD,52,22,18.44,9.29,0,13.4,4.3,4.4,19.2,Tidak Prioritas
2023,35,Jawa Timur,3521,Ngawi,880700,1395.8,630.9643215,97.51,85.09,85.42,2.41,1447073,14.4,413947,65.31,73.28,SD,70,24,19.22,12.28,0,14.8,5,8.3,14,Tidak Prioritas
2023,35,Jawa Timur,3522,Bojonegoro,1319600,2312.63,570.6057605,97.59,91.16,92.63,4.63,1640109,12.18,435936,52.66,71.8,SD,70,41,9.38,8.09,0,13.4,3.3,7.4,14.1,Tidak Prioritas
2023,35,Jawa Timur,3523,Tuban,1218600,1973.5,617.4816316,95.22,87.4,85.13,4.4,2154102,14.91,454336,55.44,71.4,SD,63,36,13.85,6.83,0,15.5,4.2,7.1,17.8,Tidak Prioritas
2023,35,Jawa Timur,3524,Lamongan,1369500,1752.71,781.3614346,79.26,93.28,95,5.46,2084935,12.42,481969,63.86,75.29,SMA,90,36,15.67,5.06,0,10.7,3.4,6.7,9.4,Tidak Prioritas
2023,35,Jawa Timur,3525,Gresik,1350400,1256.36,1074.851157,92.54,95.66,95,6.82,2233231,10.96,588316,54.51,78.44,SMA,93,34,31.24,3.67,0,14.8,4.3,8,15.4,Tidak Prioritas
2023,35,Jawa Timur,3526,Bangkalan,1091800,1301.03,839.1812641,96.3,82.48,50.3,6.18,1837297,19.35,503207,53.92,66.82,SD,37,27,6.43,9.19,0,7.1,2.4,6.2,10.2,Tidak Prioritas
2023,35,Jawa Timur,3527,Sampang,1004500,1228.25,817.8302463,94.29,80.34,82.86,2.72,1787008,21.76,454716,79.66,66.19,SD,54,22,1.05,9.09,0,8.5,4,6.7,14.1,Tidak Prioritas
2023,35,Jawa Timur,3528,Pamekasan,875800,795.15,1101.427404,97.91,80.08,71.1,1.74,1628574,13.85,431127,75.02,70.32,SD,64,21,7.51,9.43,0,16.8,5,7.9,25.1,Prioritas
2023,35,Jawa Timur,3529,Sumenep,1146600,2084.02,550.1866585,98.1,69.22,70.26,1.71,1758385,18.7,471860,47.09,69.13,SD,82,29,6.14,3.95,0,10.8,2.3,11,16.7,Tidak Prioritas
2023,35,Jawa Timur,3571,Kota Kediri,295200,67.23,4390.896921,99.6,86.28,96.41,4.06,1825905,7.15,587723,63.16,80.97,SMA,67,10,30.53,6.6,0,10,6.9,6,18.6,Tidak Prioritas
2023,35,Jawa Timur,3572,Kota Blitar,153400,33.2,4620.481928,98.79,88.15,96.22,5.24,1472768,7.3,568280,80.75,80.78,SMA,35,3,25.99,6.11,0,12.4,9.2,6.6,17.7,Tidak Prioritas
2023,35,Jawa Timur,3573,Kota Malang,865300,111.08,7789.881167,99.06,92.8,86.36,6.8,2071648,4.26,674660,94.22,84,SMA,196,16,41.77,5.04,0,13.4,3.9,6,17.3,Tidak Prioritas
2023,35,Jawa Timur,3574,Kota Probolinggo,247000,54.68,4517.190929,100,86.21,88.27,4.53,1602592,6.48,628380,82.9,76.93,SD,31,6,31.86,5.29,0,20.2,7.1,7.2,31.8,Prioritas
2023,35,Jawa Timur,3575,Kota Pasuruan,216400,39,5548.717949,99.38,89.01,91.73,5.64,1610445,6.6,529512,84.38,78.3,SMA,30,8,26.91,5.96,0,8,2.2,4.3,11.7,Tidak Prioritas
2023,35,Jawa Timur,3576,Kota Mojokerto,136100,20.22,6730.959446,99.95,92.49,96.48,4.73,1797967,5.77,581006,80.03,80.9,SMA,35,6,35.23,5.18,0,8.3,7,8,11,Tidak Prioritas
2023,35,Jawa Timur,3577,Kota Madiun,200000,36.13,5535.566012,99.1,89.66,98.18,5.85,1498195,4.74,605131,93.94,83.71,SMA,67,7,34.96,5.84,0,10.6,7.5,5.5,12.8,Tidak Prioritas
2023,35,Jawa Timur,3578,Kota Surabaya,2911400,335.93,8666.686512,98.15,84.21,97.81,6.76,2860798,4.65,718370,84.32,83.99,SMA,414,62,29.86,4.06,0,5.7,6.4,4.1,1.6,Tidak Prioritas
2023,35,Jawa Timur,3579,Kota Batu,220200,194.17,1134.057784,99.16,93.72,95.06,4.52,1851333,3.31,613985,83,79.07,SMA,32,5,36.1,5.09,0,12.8,3.9,2.8,23.1,Prioritas
2023,36,Banten,3601,Pandeglang,1312766,2771.414,473.6809441,78.11,80.2,62.08,9.05,2975006,9.27,455297,51.77,70.28,SD,57,39,5.41,4.69,0,22.1,3.9,9.7,28.6,Prioritas
2023,36,Banten,3602,Lebak,1433698,3312.18,432.8563061,75.64,78.09,68.83,7.57,2964712,8.68,419066,50.26,67.68,SD,41,44,6.2,4.82,0,24.1,2.3,11.2,35.5,Prioritas
2023,36,Banten,3603,Tangerang,3362605,1027.757,3271.789927,97.02,93.4,87.75,6.94,4006029,6.93,604362,49.93,75.56,SMA,141,43,33.68,2.59,0,19.4,3.8,9.2,26.4,Prioritas
2023,36,Banten,3604,Serang,1682133,1469.908,1144.379784,94.62,83.38,84.07,9.94,3803174,4.85,425751,47.83,72.63,SD,47,32,25.53,3.23,2,16.7,7.4,18.2,23.9,Prioritas
2023,36,Banten,3671,Kota Tangerang,1950580,178.347,10936.99361,97.12,95.3,94.95,6.76,5157504,5.89,746468,54.25,80.98,SMA,159,37,41.12,1.58,0,13.4,6.9,7.1,17.6,Tidak Prioritas
2023,36,Banten,3672,Kota Cilegon,450507,162.514,2772.111941,99.18,92.21,96.23,7.25,4512694,3.98,632703,58.16,78.24,SMA,41,9,44.22,2.19,0,14,5.8,7.7,22,Prioritas
2023,36,Banten,3673,Kota Serang,723794,265.787,2723.210691,96.72,88.02,92.36,7.45,4034900,6.2,511575,46.76,76.43,SD,39,16,27.61,2.3,1,19.2,4.1,11.1,22.3,Prioritas
